spec_id,version,stage,mode,context,start,end,provider,model,effort,cost_usd,input_tokens,cached_input_tokens,output_tokens,spec_size_kb,plan_size_kb,prd_size_kb,diff_lines,session_id
26_07_21_18_resources-visual-update,1.201,spec,automated,,2026-07-21T18:51:17+02:00,2026-07-21T18:51:17+02:00,claude,claude-sonnet-5,,,,,,4.84,16.46,,37,backfilled
26_07_21_18_resources-visual-update,1.201,plan,automated,,2026-07-21T19:14:33+02:00,2026-07-21T19:14:33+02:00,claude,claude-sonnet-5,,,,,,4.84,16.46,,131,backfilled
