spec_id,version,stage,mode,context,start,end,provider,model,effort,cost_usd,input_tokens,cached_input_tokens,output_tokens,spec_size_kb,plan_size_kb,prd_size_kb,diff_lines,session_id
26_07_30_13_war-progress-window,1.201,spec,automated,,2026-07-30T13:51:43+00:00,2026-07-30T13:51:43+00:00,claude,claude-sonnet-5,,,,,,8.14,13.72,,70,backfilled
26_07_30_13_war-progress-window,1.201,plan,automated,,2026-07-30T19:21:30+00:00,2026-07-30T19:21:30+00:00,cursor,cursor-grok-4.5-high,,,,,,8.14,13.72,,239,backfilled
