spec_id,version,stage,mode,context,start,end,provider,model,effort,cost_usd,input_tokens,cached_input_tokens,output_tokens,spec_size_kb,spec_size_tokens,plan_size_kb,plan_size_tokens,prd_size_kb,diff_lines,session_id
26_07_22_11_win-lose-logic,1.201,spec,automated,,2026-07-22T11:09:47+02:00,2026-07-22T11:09:47+02:00,claude,claude-sonnet-5,,,,,,7.36,1885,13.48,3450,,55,backfilled
26_07_22_11_win-lose-logic,1.201,plan,automated,,2026-07-22T13:17:43+02:00,2026-07-22T13:17:43+02:00,codex,gpt-5.6-sol,,,,,,7.36,1885,13.48,3450,,90,backfilled
