spec_id,version,stage,mode,context,start,end,provider,model,effort,cost_usd,input_tokens,cached_input_tokens,output_tokens,spec_size_kb,plan_size_kb,prd_size_kb,diff_lines,session_id
26_07_29_16_sell-arms-card,1.201,spec,automated,,2026-07-29T18:32:56+02:00,2026-07-29T18:32:56+02:00,claude,claude-sonnet-5,,,,,,17.92,11.18,,136,backfilled
26_07_29_16_sell-arms-card,1.201,plan,automated,,2026-07-29T19:12:09+02:00,2026-07-29T19:12:09+02:00,codex,gpt-5.6-sol,,,,,,17.92,11.18,,68,backfilled
